id,count
316,395.56
317,269.576
318,175.056
319,162.84
320,145.568
321,83.384
322,36.128
323,15.752
324,13.096
325,5.048
326,5.08
327,24.528
328,85.28
329,261.736
330,372.176
331,200.0
332,107.416
333,107.072
334,171.336
335,166.8
336,139.792
337,151.472
338,292.584
339,381.816
340,468.96
341,350.808
342,221.936
343,190.688
344,118.608
345,95.192
346,61.248
347,22.384
348,14.92
349,5.672
350,5.544
351,25.784
352,79.824
353,300.488
354,426.672
355,221.248
356,162.096
357,182.832
358,222.288
359,218.624
360,211.064
361,217.192
362,360.056
363,528.552
364,486.24
365,293.584
366,216.568
367,220.144
368,139.528
369,124.568
370,111.096
371,81.856
372,59.12
373,28.912
374,11.504
375,12.712
376,37.136
377,52.16
378,111.456
379,219.768
380,297.176
381,363.584
382,403.832
383,434.024
384,431.512
385,417.92
386,408.064
387,374.408
388,341.656
389,345.976
390,274.632
391,218.44
392,191.368
393,146.488
394,128.712
395,91.032
396,79.288
397,37.456
398,12.16
399,12.424
400,26.432
401,41.176
402,112.592
403,185.528
404,307.472
405,366.448
406,423.656
407,443.08
408,399.28
409,423.984
410,417.16
411,404.784
412,333.208
413,342.936
414,270.792
415,203.032
416,148.304
417,91.384
418,115.224
419,84.28
420,69.56
421,36.264
422,12.968
423,12.344
424,27.784
425,46.624
426,95.896
427,192.896
428,301.6
429,350.472
430,423.728
431,446.36
432,434.312
433,419.04
434,409.504
435,410.856
436,397.224
437,353.32
438,286.592
439,235.392
440,149.944
441,91.736
442,36.288
443,14.76
444,10.272
445,6.632
446,5.848
447,25.832
448,108.856
449,313.216
450,425.088
451,206.36
452,118.808
453,138.72
454,169.872
455,160.0
456,149.808
457,141.904
458,234.928
459,508.296
460,529.152
461,373.832
462,298.576
463,200.12
464,118.656
465,81.352
466,37.08
467,15.976
468,10.032
469,5.2
470,5.328
471,20.112
472,116.2
473,329.904
474,433.76
475,198.36
476,126.528
477,137.064
478,149.968
479,140.384
480,135.008
481,141.448
482,220.136
483,462.712
484,466.352
485,357.376
486,278.304
487,233.384
488,160.424
489,76.896
490,43.416
491,18.048
492,10.008
493,6.656
494,5.888
495,28.264
496,119.192
497,325.648
498,442.016
499,206.552
500,118.0
501,154.392
502,201.28
503,189.128
504,165.928
505,169.376
506,290.384
507,571.984
508,566.224
509,386.032
510,288.296
511,222.256
512,160.152
513,94.808
514,47.024
515,23.344
516,10.936
517,6.592
518,6.208
519,28.28
520,117.24
521,336.176
522,418.368
523,212.448
524,117.768
525,160.912
526,197.32
527,186.432
528,150.728
529,169.232
530,289.576
531,545.536
532,517.544
533,308.976
534,228.424
535,202.0
536,160.856
537,124.432
538,63.952
539,21.648
540,22.056
541,6.912
542,6.976
543,28.72
544,101.52
545,294.08
546,429.2
547,219.824
548,165.504
549,172.272
550,228.328
551,219.896
552,210.096
553,220.44
554,337.272
555,527.824
556,493.568
557,277.608
558,193.392
559,168.096
560,141.928
561,110.896
562,104.368
563,73.6
564,57.48
565,27.968
566,9.072
567,11.112
568,21.784
569,62.944
570,110.824
571,195.088
572,278.176
573,303.448
574,336.336
575,322.72
576,300.096
577,302.864
578,339.944
579,280.872
580,262.728
581,250.608
582,209.704
583,160.04
584,148.632
585,99.912
586,107.024
587,75.784
588,59.64
589,32.6
590,11.952
591,16.576
592,21.344
593,58.496
594,103.752
595,184.36
596,280.6
597,309.36
598,354.896
599,397.208
600,408.24
601,400.192
602,352.536
603,349.144
604,332.896
605,265.28
606,208.568
607,142.44
608,127.624
609,83.56
610,38.696
611,13.176
612,8.6
613,5.552
614,5.76
615,20.248
616,104.08
617,277.008
618,391.76
619,213.784
620,121.448
621,144.624
622,184.472
623,181.608
624,162.736
625,164.144
626,290.384
627,507.68
628,445.32
629,334.016
630,237.832
631,184.848
632,128.944
633,71.28
634,30.576
635,13.616
636,11.112
637,6.104
638,5.432
639,25.52
640,106.032
641,293.072
642,426.576
643,217.112
644,118.64
645,142.48
646,185.512
647,194.552
648,181.56
649,169.376
650,303.904
651,515.0
652,500.112
653,314.528
654,224.464
655,165.92
656,128.568
657,70.456
658,31.6
659,11.408
660,8.512
661,5.584
662,5.232
663,20.152
664,108.096
665,306.544
666,420.84
667,220.264
668,129.184
669,151.376
670,188.312
671,193.136
672,174.44
673,180.008
674,293.832
675,539.216
676,457.16
677,332.624
678,247.136
679,177.28
680,138.944
681,74.208
682,36.088
683,12.216
684,7.024
685,5.552
686,12.32
687,100.752
688,175.856
689,341.248
690,148.4
691,86.56
692,81.52
693,72.52
694,106.672
695,77.064
696,63.216
697,137.392
698,199.456
699,164.792
700,253.944
701,112.504
702,109.504
703,106.84
704,66.72
705,30.552
706,13.448
707,7.448
708,5.104
709,5.008
710,18.68
711,85.376
712,118.096
713,143.088
714,238.768
715,117.616
716,90.488
717,151.744
718,147.128
719,140.664
720,144.424
721,229.984
722,390.384
723,359.76
724,223.752
725,155.928
726,114.656
727,90.848
728,66.816
729,46.92
730,18.128
731,15.504
732,5.08
733,4.056
734,20.368
735,80.176
736,246.192
737,405.84
738,226.744
739,145.664
740,157.416
741,190.664
742,176.288
743,180.36
744,184.688
745,236.48
746,367.248
747,344.928
748,221.496
749,152.216
750,107.456
751,94.36
752,71.592
753,71.064
754,66.496
755,47.816
756,13.984
757,7.024
758,5.104
759,19.816
760,45.92
761,101.664
762,147.92
763,219.288
764,293.64
765,342.032
766,352.768
767,356.488
768,332.688
769,323.888
770,303.84
771,230.824
772,178.592
773,132.856
774,108.808
775,102.968
776,84.48
777,73.68
778,71.112
779,54.456
780,17.728
781,6.08
782,5.216
783,16.976
784,52.192
785,97.448
786,144.08
787,195.768
788,217.008
789,253.504
790,258.296
791,253.096
792,255.872
793,248.976
794,241.504
795,199.2
796,141.832
797,118.064
798,89.92
799,83.096
800,60.584
801,75.608
802,71.32
803,55.016
804,17.56
805,6.632
806,5.24
807,15.424
808,55.024
809,89.704
810,129.976
811,191.144
812,207.424
813,245.888
814,256.2
815,266.136
816,270.896
817,241.88
818,230.712
819,192.68
820,157.768
821,100.16
822,70.872
823,56.656
824,42.912
825,28.216
826,7.648
827,5.04
828,3.464
829,4.08
830,19.2
831,77.688
832,241.072
833,377.696
834,245.016
835,125.832
836,123.28
837,151.28
838,141.76
839,136.0
840,147.824
841,231.04
842,391.72
843,372.416
844,265.672
845,180.312
846,133.208
847,94.584
848,57.352
849,15.6
850,6.912
851,4.536
852,3.04
853,22.248
854,83.384
855,230.712
856,418.28
857,150.744
858,94.432
859,118.736
860,133.848
861,157.304
862,161.288
863,167.448
864,257.336
865,475.8
866,463.992
867,332.056
868,252.24
869,165.88
870,131.496
871,78.784
872,31.968
873,17.72
874,7.712
875,6.472
876,2.848
877,22.056
878,90.216
879,247.352
880,444.408
881,213.992
882,120.728
883,121.064
884,141.84
885,140.992
886,138.32
887,143.112
888,198.808
889,268.888
890,268.328
891,203.408
892,141.552
893,88.08
894,61.4
895,52.08
896,15.088
897,6.856
898,4.424
899,2.912
900,3.128
901,17.576
902,74.68
903,210.344
904,333.912
905,216.6
906,111.336
907,124.512
908,136.768
909,148.304
910,140.848
911,144.72
912,189.784
913,253.96
914,258.48
915,195.296
916,135.88
917,97.336
918,56.432
919,61.808
920,35.784
921,12.784
922,6.392
923,3.76
924,2.88
925,20.528
926,85.584
927,267.872
928,463.504
929,222.8
930,173.72
931,174.208
932,200.144
933,212.32
934,195.632
935,196.344
936,273.968
937,482.104
938,457.088
939,290.704
940,192.704
941,154.624
942,111.128
943,78.616
944,72.616
945,60.064
946,41.672
947,19.976
948,7.2
949,5.32
950,7.936
951,43.376
952,79.968
953,130.584
954,174.08
955,249.952
956,315.224
957,369.68
958,432.904
959,390.344
960,395.488
961,421.216
962,364.56
963,250.328
964,187.4
965,155.256
966,114.424
967,75.336
968,67.76
969,59.968
970,50.808
971,23.032
972,6.384
973,4.896
974,6.712
975,25.752
976,62.656
977,115.536
978,155.528
979,182.096
980,215.984
981,241.896
982,272.512
983,238.2
984,259.408
985,214.592
986,162.496
987,140.504
988,110.864
989,83.56
990,93.704
991,50.512
992,80.816
993,72.704
994,54.816
995,25.696
996,7.4
997,8.368
998,9.704
999,118.016
1000,245.76
1001,237.992
1002,364.056
1003,445.352
1004,476.456
1005,525.632
1006,542.672
1007,535.544
1008,509.352
1009,514.304
1010,460.872
1011,339.352
1012,258.208
1013,227.056
1014,187.76
1015,140.08
1016,86.344
1017,77.336
1018,64.264
1019,31.224
1020,8.096
1021,8.184
1022,9.064
1023,133.376
1024,226.856
1025,198.928
1026,230.12
1027,307.984
1028,318.744
1029,353.664
1030,473.648
1031,467.528
1032,448.056
1033,485.84
1034,438.584
1035,322.816
1036,237.704
1037,175.608
1038,127.144
1039,78.424
1040,39.416
1041,16.184
1042,7.184
1043,6.528
1044,6.952
1045,26.288
1046,114.824
1047,341.128
1048,590.44
1049,341.16
1050,174.048
1051,214.88
1052,264.48
1053,264.096
1054,255.344
1055,267.048
1056,374.976
1057,748.64
1058,751.336
1059,496.072
1060,383.52
1061,288.816
1062,143.632
1063,81.664
1064,40.728
1065,19.192
1066,6.6
1067,6.16
1068,7.704
1069,28.392
1070,116.168
1071,397.352
1072,617.464
1073,325.152
1074,186.152
1075,237.4
1076,298.808
1077,291.352
1078,261.928
1079,265.64
1080,422.4
1081,789.776
1082,776.624
1083,521.552
1084,378.632
1085,238.488
1086,164.912
1087,104.632
1088,44.096
1089,19.92
1090,9.056
1091,6.528
1092,6.688
1093,29.256
1094,119.296
1095,398.056
1096,335.896
1097,272.952
1098,212.304
1099,219.992
1100,237.544
1101,231.744
1102,203.952
1103,199.736
1104,341.48
1105,504.168
1106,499.688
1107,446.032
1108,343.96
1109,188.664
1110,155.608
1111,132.776
1112,32.224
1113,12.264
1114,7.632
1115,6.0
1116,5.72
1117,29.872
1118,105.84
1119,361.36
1120,617.936
1121,336.48
1122,179.048
1123,238.936
1124,300.328
1125,296.016
1126,267.888
1127,272.304
1128,404.904
1129,780.832
1130,773.04
1131,493.456
1132,362.264
1133,227.456
1134,195.632
1135,148.064
1136,58.144
1137,20.008
1138,14.456
1139,5.208
1140,5.312
1141,29.12
1142,149.072
1143,453.24
1144,631.272
1145,344.2
1146,182.4
1147,242.336
1148,320.72
1149,316.48
1150,265.136
1151,273.552
1152,410.68
1153,789.016
1154,761.776
1155,562.52
1156,397.432
1157,253.856
1158,225.144
1159,162.632
1160,72.168
1161,41.152
1162,20.528
1163,8.184
1164,8.384
1165,28.88
1166,145.656
1167,394.36
1168,631.0
1169,350.288
1170,242.168
1171,275.44
1172,376.832
1173,371.592
1174,366.16
1175,371.912
1176,499.64
1177,777.768
1178,737.888
1179,491.136
1180,364.688
1181,310.24
1182,236.2
1183,187.184
1184,144.216
1185,103.072
1186,71.056
1187,35.248
1188,10.968
1189,12.496
1190,33.952
1191,75.44
1192,195.16
1193,334.592
1194,406.984
1195,566.368
1196,621.08
1197,626.328
1198,611.656
1199,604.16
1200,581.376
1201,624.736
1202,584.024
1203,459.16
1204,324.432
1205,279.48
1206,262.2
1207,192.04
1208,147.752
1209,106.792
1210,81.12
1211,35.936
1212,10.472
1213,15.952
1214,30.872
1215,61.632
1216,157.952
1217,274.312
1218,398.64
1219,499.312
1220,565.776
1221,600.16
1222,579.608
1223,565.048
1224,559.656
1225,521.432
1226,470.112
1227,389.576
1228,315.4
1229,221.36
1230,164.76
1231,103.048
1232,57.384
1233,19.032
1234,11.776
1235,5.336
1236,7.44
1237,39.352
1238,67.064
1239,125.184
1240,558.216
1241,343.16
1242,112.176
1243,124.512
1244,245.656
1245,207.28
1246,252.304
1247,254.392
1248,388.416
1249,751.04
1250,745.008
1251,510.048
1252,334.0
1253,219.624
1254,165.88
1255,89.416
1256,38.128
1257,18.248
1258,10.192
1259,5.176
1260,6.552
1261,42.488
1262,160.208
1263,453.936
1264,659.16
1265,350.864
1266,181.936
1267,226.456
1268,288.32
1269,286.376
1270,258.088
1271,270.336
1272,423.072
1273,785.992
1274,774.272
1275,586.512
1276,440.992
1277,314.528
1278,200.36
1279,135.16
1280,54.624
1281,17.344
1282,11.872
1283,5.48
1284,6.928
1285,44.368
1286,162.344
1287,456.168
1288,630.512
1289,324.656
1290,197.824
1291,221.288
1292,279.336
1293,276.552
1294,238.92
1295,254.008
1296,426.408
1297,691.392
1298,730.408
1299,591.92
1300,439.184
1301,328.792
1302,249.424
1303,150.48
1304,58.216
1305,24.808
1306,11.008
1307,6.12
1308,6.896
1309,39.984
1310,168.376
1311,469.424
1312,652.872
1313,337.152
1314,195.696
1315,224.784
1316,304.76
1317,301.336
1318,233.456
1319,236.648
1320,417.792
1321,778.376
1322,796.2
1323,608.784
1324,474.088
1325,353.656
1326,255.432
1327,159.672
1328,67.544
1329,24.84
1330,13.232
1331,6.168
1332,6.656
1333,38.384
1334,164.472
1335,476.28
1336,672.784
1337,348.952
1338,196.976
1339,238.792
1340,298.272
1341,298.776
1342,238.128
1343,268.992
1344,423.904
1345,742.872
1346,727.04
1347,627.032
1348,471.184
1349,116.384
1350,138.392
1351,164.648
1352,52.696
1353,27.272
1354,16.216
1355,8.376
1356,9.224
1357,36.84
1358,138.52
1359,344.816
1360,641.856
1361,337.6
1362,197.704
1363,202.936
1364,273.224
1365,281.728
1366,304.696
1367,314.664
1368,399.92
1369,580.632
1370,538.112
1371,362.928
1372,248.416
1373,171.848
1374,109.872
1375,99.032
1376,140.944
1377,127.0
1378,87.072
1379,34.384
1380,11.76
1381,14.6
1382,38.344
1383,64.096
1384,177.496
1385,322.632
1386,415.488
1387,512.048
1388,545.704
1389,635.568
1390,557.752
1391,551.232
1392,558.112
1393,575.68
1394,569.064
1395,440.232
1396,325.528
1397,284.928
1398,254.648
1399,195.496
1400,168.928
1401,114.864
1402,90.472
1403,43.904
1404,9.696
1405,11.472
1406,25.472
1407,54.152
1408,142.848
1409,259.488
1410,390.536
1411,451.184
1412,537.232
1413,490.632
1414,524.168
1415,537.376
1416,564.232
1417,425.616
1418,366.096
1419,358.792
1420,277.36
1421,132.632
1422,147.808
1423,97.28
1424,45.216
1425,16.864
1426,9.768
1427,5.936
1428,7.456
1429,46.352
1430,169.92
1431,502.224
1432,758.064
1433,342.224
1434,207.24
1435,236.776
1436,300.72
1437,298.336
1438,283.36
1439,294.232
1440,443.952
1441,832.688
1442,791.664
1443,527.344
1444,343.632
1445,152.6
1446,142.904
1447,100.616
1448,36.352
1449,14.936
1450,9.072
1451,5.608
1452,6.904
1453,42.296
1454,168.664
1455,355.576
1456,670.216
1457,353.336
1458,217.808
1459,215.496
1460,129.448
1461,226.536
1462,136.072
1463,179.84
1464,320.912
1465,593.272
1466,608.856
1467,410.064
1468,263.632
1469,205.552
1470,128.504
1471,103.336
1472,49.4
1473,21.2
1474,10.936
1475,5.752
1476,5.944
1477,49.344
1478,178.448
1479,514.704
1480,789.184
1481,347.96
1482,208.112
1483,244.672
1484,317.808
1485,307.36
1486,288.64
1487,323.264
1488,490.872
1489,916.744
1490,887.712
1491,582.824
1492,396.816
1493,249.624
1494,200.488
1495,141.8
1496,38.624
1497,16.568
1498,6.688
1499,4.752
1500,6.28
1501,35.04
1502,155.744
1503,398.4
1504,704.72
1505,346.656
1506,185.024
1507,247.304
1508,316.472
1509,304.352
1510,300.816
1511,337.232
1512,465.144
1513,840.84
1514,806.176
1515,524.4
1516,363.272
1517,206.832
1518,173.856
1519,142.64
1520,49.832
1521,16.928
1522,9.984
1523,5.632
1524,6.184
1525,45.096
1526,163.632
1527,455.552
1528,748.472
1529,352.84
1530,207.504
1531,253.624
1532,320.336
1533,313.168
1534,285.728
1535,318.168
1536,480.424
1537,830.576
1538,790.152
1539,530.744
1540,358.784
1541,222.008
1542,176.624
1543,169.8
1544,78.896
1545,40.536
1546,11.424
1547,7.208
1548,8.08
1549,40.288
1550,81.224
1551,157.656
1552,716.544
1553,284.632
1554,195.504
1555,196.28
1556,327.72
1557,287.696
1558,326.488
1559,330.792
1560,424.288
1561,705.168
1562,537.352
1563,379.792
1564,340.864
1565,220.016
1566,189.256
1567,159.448
1568,137.072
1569,108.136
1570,56.56
1571,20.792
1572,9.056
1573,7.656
1574,18.976
1575,65.736
1576,147.232
1577,250.392
1578,325.776
1579,448.096
1580,478.56
1581,506.52
1582,501.584
1583,499.144
1584,430.584
1585,356.792
1586,293.44
1587,259.096
1588,217.672
1589,187.952
1590,155.816
1591,136.64
1592,111.768
1593,114.416
1594,62.28
1595,27.4
1596,8.512
1597,7.896
1598,22.192
1599,60.288
1600,121.72
1601,224.728
1602,310.296
1603,410.128
1604,425.608
1605,412.872
1606,401.344
1607,423.216
1608,390.808
1609,295.864
1610,235.592
1611,212.584
1612,170.0
1613,132.528
1614,99.024
1615,91.08
1616,33.008
1617,12.496
1618,6.016
1619,4.52
1620,7.464
1621,40.248
1622,143.632
1623,406.048
1624,701.16
1625,301.6
1626,155.376
1627,174.568
1628,217.328
1629,243.192
1630,233.24
1631,247.416
1632,347.752
1633,575.344
1634,552.568
1635,402.672
1636,271.48
1637,206.288
1638,150.112
1639,125.32
1640,27.04
1641,8.84
1642,7.4
1643,4.36
1644,6.752
1645,31.384
1646,135.04
1647,338.408
1648,612.208
1649,300.848
1650,160.384
1651,169.912
1652,229.68
1653,240.448
1654,233.44
1655,231.984
1656,319.632
1657,503.096
1658,484.224
1659,434.264
1660,313.848
1661,212.32
1662,145.472
1663,108.56
1664,31.896
1665,10.24
1666,9.008
1667,4.032
1668,6.56
1669,34.472
1670,140.76
1671,337.992
1672,610.696
1673,321.224
1674,164.824
1675,226.784
1676,263.312
1677,302.416
1678,252.224
1679,282.024
1680,363.848
1681,591.352
1682,529.48
1683,384.928
1684,257.472
1685,202.088
1686,140.768
1687,113.536
1688,36.408
1689,20.88
1690,5.312
1691,5.168
1692,5.76
1693,38.2
1694,120.328
1695,358.832
1696,506.68
1697,313.024
1698,155.568
1699,178.976
1700,228.904
1701,243.04
1702,228.824
1703,249.672
1704,348.568
1705,589.528
1706,533.472
1707,382.856
1708,274.352
1709,204.688
1710,156.36
1711,135.32
